Name,frugivoro,carotenoide,Musse
Myrmotherula_sclateri,0,1,3
Myrmotherula_cherriei,0,0,0
Myrmochanes_hemileucus,0,0,0
Myrmotherula_surinamensis,1,0,1
Myrmotherula_pacifica,0,0,0
Myrmotherula_multostriata,0,0,0
Myrmotherula_schisticolor,0,1,3
Biatas_nigropectus,0,0,0
Myrmotherula_grisea,0,0,0
Myrmotherula_behni,0,0,0
Formicivora_grisea,0,1,3
Formicivora_erythronotos,0,0,0
Formicivora_rufa,0,0,0
Formicivora_iheringi,0,0,0
Formicivora_serrana,0,0,0
Formicivora_intermedia,0,0,0
Formicivora_melanogaster,0,0,0
Myrmotherula_axillaris,0,0,0
Myrmotherula_sunensis,0,0,0
Myrmotherula_longipennis,0,0,0
Myrmotherula_guttata,0,0,0
Myrmotherula_iheringi,0,0,0
Myrmotherula_assimilis,0,0,0
Myrmotherula_menetriesii,0,0,0
Myrmeciza_atrothorax,0,0,0
Clytoctantes_atrogularis,0,0,0
Myrmeciza_pelzelni,0,0,0
Microrhopias_quixensis,0,0,0
Epinecrophylla_leucophthalma,0,0,0
Epinecrophylla_erythrura,0,0,0
Stymphalornis_acutirostris,0,0,0
Myrmotherula_gutturalis,0,0,0
Epinecrophylla_spodionota,0,0,0
Epinecrophylla_haematonota,0,0,0
Epinecrophylla_ornata,0,0,0
Epinecrophylla_fulviventris,0,0,0
Neoctantes_niger,0,0,0
Myrmotherula_snowi,0,0,0
Myrmorchilus_strigilatus,0,0,0
Terenura_maculata,0,1,3
Terenura_spodioptila,0,1,3
Terenura_sicki,0,1,3
Terenura_callinota,0,1,3
Terenura_sharpei,0,1,3
Terenura_humeralis,0,1,3
Pittasoma_rufopileatum,0,0,0
Pittasoma_michleri,1,0,1
Conopophaga_castaneiceps,0,0,0
Conopophaga_aurita,0,0,0
Conopophaga_peruviana,0,0,0
Conopophaga_melanops,0,0,0
Conopophaga_lineata,0,0,0
Conopophaga_melanogaster,0,0,0
Conopophaga_ardesiaca,0,0,0
Conopophaga_roberti,0,0,0
Xenops_rutilans,0,0,0
Xenops_minutus,0,0,0
Berlepschia_rikeri,0,0,0
Upucerthia_saturatior,0,0,0
Upucerthia_serrana,0,0,0
Cinclodes_antarcticus,0,0,0
Cinclodes_fuscus,0,0,0
Cinclodes_albidiventris,0,0,0
Cinclodes_oustaleti,0,0,0
Cinclodes_olrogi,0,0,0
Cinclodes_comechingonus,0,0,0
Cinclodes_palliatus,0,0,0
Cinclodes_nigrofumosus,0,0,0
Cinclodes_taczanowskii,0,0,0
Cinclodes_patagonicus,0,0,0
Cinclodes_atacamensis,0,0,0
Cinclodes_aricomae,0,0,0
Cinclodes_excelsior,0,0,0
Cinclodes_albiventris,0,0,0
Cinclodes_pabsti,0,0,0
Upucerthia_dumetaria,0,0,0
Upucerthia_albigula,0,0,0
Upucerthia_jelskii,0,0,0
Upucerthia_validirostris,0,0,0
Phleocryptes_melanops,0,0,0
Limnornis_curvirostris,0,0,0
Lochmias_nematura,0,0,0
Furnarius_leucopus,0,0,0
Furnarius_torridus,0,0,0
Furnarius_longirostris,0,0,0
Furnarius_minor,0,0,0
Furnarius_cinnamomeus,0,0,0
Furnarius_figulus,0,0,0
Furnarius_rufus,0,0,0
Furnarius_cristatus,0,0,0
Tarphonomus_certhioides,0,0,0
Tarphonomus_harterti,0,0,0
Premnornis_guttuligera,0,0,0
Pseudocolaptes_johnsoni,0,0,0
Pseudocolaptes_lawrencii,0,0,0
Pseudocolaptes_boissonneautii,0,0,0
Leptasthenura_yanacensis,0,0,0
Leptasthenura_xenothorax,0,0,0
Sylviorthorhynchus_desmursii,0,0,0
Leptasthenura_platensis,0,0,0
Leptasthenura_striolata,0,0,0
Leptasthenura_andicola,0,0,0
Leptasthenura_striata,0,0,0
Leptasthenura_pileata,0,0,0
Leptasthenura_setaria,0,0,0
Leptasthenura_fuliginiceps,0,0,0
Leptasthenura_aegithaloides,0,0,0
Asthenes_dorbignyi,0,0,0
Asthenes_baeri,0,0,0
Schizoeaca_helleri,0,0,0
Schizoeaca_perijana,1,0,1
Schizoeaca_harterti,0,0,0
Schizoeaca_fuliginosa,0,0,0
Schizoeaca_coryi,0,0,0
Schizoeaca_griseomurina,0,0,0
Asthenes_pyrrholeuca,0,0,0
Asthenes_pudibunda,0,0,0
Oreophylax_moreirae,1,0,1
Asthenes_wyatti,0,0,0
Asthenes_sclateri,0,0,0
Asthenes_anthoides,0,0,0
Asthenes_modesta,0,0,0
Asthenes_humilis,0,0,0
Asthenes_flammulata,0,0,0
Asthenes_heterura,0,0,0
Asthenes_urubambensis,0,0,0
Asthenes_hudsoni,0,0,0
Siptornis_striaticollis,0,0,0
Roraimia_adusta,0,0,0
Thripophaga_fusciceps,0,0,0
Thripophaga_macroura,0,0,0
Thripophaga_berlepschi,0,0,0
Cranioleuca_muelleri,0,0,0
Cranioleuca_marcapatae,0,0,0
Cranioleuca_albiceps,0,0,0
Cranioleuca_erythrops,0,0,0
Cranioleuca_vulpecula,0,0,0
Cranioleuca_antisiensis,0,0,0
Cranioleuca_curtata,0,0,0
Cranioleuca_baroni,0,0,0
Cranioleuca_demissa,0,0,0
Cranioleuca_subcristata,0,0,0
Cranioleuca_obsoleta,0,0,0
Cranioleuca_dissita,0,0,0
Cranioleuca_henricae,0,0,0
Cranioleuca_gutturata,0,0,0
Cranioleuca_pyrrhophia,0,0,0
Cranioleuca_semicinerea,0,0,0
Cranioleuca_vulpina,0,0,0
Cranioleuca_albicapilla,0,0,0
Limnoctites_rectirostris,0,0,0
Cranioleuca_sulphurifera,0,1,3
Cranioleuca_pallida,0,0,0
Cranioleuca_hellmayri,0,0,0
Metopothrix_aurantiaca,0,1,3
Xenerpestes_minlosi,0,0,0
Xenerpestes_singularis,0,0,0
Acrobatornis_fonsecai,0,0,0
Synallaxis_courseni,0,0,0
Synallaxis_cinnamomea,0,0,0
Synallaxis_fuscorufa,0,0,0
Synallaxis_rutilans,0,0,0
Synallaxis_albigularis,0,0,0
Synallaxis_kollari,0,0,0
Synallaxis_cinerascens,0,0,0
Synallaxis_ruficapilla,0,0,0
Synallaxis_scutata,0,0,0
Synallaxis_whitneyi,0,0,0
Synallaxis_subpudica,0,0,0
Synallaxis_erythrothorax,1,0,1
Synallaxis_unirufa,0,0,0
Synallaxis_albilora,0,0,0
Synallaxis_candei,0,0,0
Synallaxis_gujanensis,0,0,0
Synallaxis_castanea,0,0,0
Synallaxis_maranonica,0,0,0
Synallaxis_propinqua,0,0,0
Synallaxis_infuscata,0,0,0
Synallaxis_cherriei,0,0,0
Synallaxis_cabanisi,0,0,0
Gyalophylax_hellmayri,0,0,0
Synallaxis_moesta,0,0,0
Synallaxis_frontalis,0,0,0
Synallaxis_macconnelli,0,0,0
Synallaxis_albescens,0,0,0
Synallaxis_azarae,0,0,0
Synallaxis_spixi,0,0,0
Synallaxis_stictothorax,0,0,0
Synallaxis_tithys,0,0,0
Synallaxis_brachyura,0,0,0
Certhiaxis_cinnamomeus,0,1,3
Certhiaxis_mustelinus,0,0,0
Schoeniophylax_phryganophilus,0,1,3
Synallaxis_zimmeri,0,0,0
Asthenes_patagonica,0,0,0
Asthenes_steinbachi,0,0,0
Siptornopsis_hypochondriaca,0,0,0
Asthenes_luizae,0,0,0
Pseudoseisura_unirufa,1,0,1
Pseudoseisura_lophotes,1,0,1
Pseudoseisura_gutturalis,0,0,0
Pseudoseisura_cristata,0,0,0
Spartonoica_maluroides,0,0,0
Asthenes_maculicauda,0,0,0
Asthenes_cactorum,0,0,0
Asthenes_arequipae,0,0,0
Asthenes_humicola,0,0,0
Coryphistera_alaudina,0,0,0
Anumbius_annumbi,0,0,0
Hellmayrea_gularis,0,0,0
Phacellodomus_ruber,0,0,0
Phacellodomus_striaticollis,0,0,0
Phacellodomus_inornatus,0,0,0
Phacellodomus_dorsalis,0,0,0
Phacellodomus_maculipectus,0,0,0
Phacellodomus_erythrophthalmus,0,0,0
Phacellodomus_ferrugineigula,0,0,0
Phacellodomus_striaticeps,0,0,0
Phacellodomus_rufifrons,0,0,0
Phacellodomus_sibilatrix,0,0,0
Aphrastura_masafuerae,0,0,0
Aphrastura_spinicauda,1,1,2
Margarornis_rubiginosus,0,0,0
Margarornis_squamiger,0,1,3
Margarornis_bellulus,0,0,0
Margarornis_stellatus,0,0,0
Premnoplex_tatei,0,0,0
Premnoplex_brunnescens,0,0,0
Ancistrops_strigilatus,0,0,0
Heliobletus_contaminatus,0,0,0
Philydor_atricapillus,0,0,0
Philydor_fuscipenne,0,0,0
Philydor_erythrocercum,0,1,3
Philydor_pyrrhodes,0,0,0
Philydor_lichtensteini,0,0,0
Philydor_novaesi,0,0,0
Philydor_erythropterum,0,0,0
Philydor_ruficaudatum,0,1,3
Philydor_rufum,0,0,0
Anabazenops_dorsalis,0,0,0
Anabazenops_fuscus,0,0,0
Anabacerthia_variegaticeps,0,0,0
Anabacerthia_striaticollis,0,0,0
Anabacerthia_amaurotis,0,0,0
Simoxenops_striatus,0,0,0
Simoxenops_ucayalae,0,0,0
Syndactyla_roraimae,0,0,0
Syndactyla_ruficollis,0,0,0
Syndactyla_guttulata,0,0,0
Syndactyla_subalaris,0,0,0
Syndactyla_rufosuperciliata,0,0,0
Megaxenops_parnaguae,0,0,0
Hylocryptus_erythrocephalus,0,0,0
Hylocryptus_rectirostris,0,0,0
Automolus_rubiginosus,0,0,0
Automolus_leucophthalmus,0,0,0
Hyloctistes_virgatus,0,0,0
Hyloctistes_subulatus,0,0,0
Automolus_ochrolaemus,0,0,0
Cichlocolaptes_leucophrus,0,0,0
Automolus_rufipileatus,0,0,0
Automolus_melanopezus,0,0,0
Thripadectes_scrutator,0,0,0
Thripadectes_melanorhynchus,0,0,0
Thripadectes_virgaticeps,0,0,0
Thripadectes_holostictus,0,0,0
Thripadectes_flammulatus,0,0,0
Thripadectes_rufobrunneus,0,0,0
Thripadectes_ignobilis,0,0,0
Xenops_milleri,0,0,0
Xenops_tenuirostris,0,0,0
Ochetorhynchus_melanura,0,0,0
Ochetorhynchus_andaecola,0,0,0
Ochetorhynchus_ruficaudus,0,0,0
Ochetorhynchus_phoenicurus,0,0,0
Pygarrhichas_albogularis,0,0,0
Glyphorynchus_spirurus,0,0,0
Hylexetastes_stresemanni,0,0,0
Hylexetastes_perrotii,0,0,0
Xiphocolaptes_promeropirhynchus,0,0,0
Xiphocolaptes_major,0,0,0
Xiphocolaptes_albicollis,0,0,0
Xiphocolaptes_falcirostris,0,0,0
Dendrocolaptes_picumnus,0,0,0
Dendrocolaptes_platyrostris,0,0,0
Dendrocolaptes_sanctithomae,0,0,0
Dendrocolaptes_certhia,0,0,0
Dendrocolaptes_hoffmannsi,0,0,0
Nasica_longirostris,0,0,0
Dendrexetastes_rufigula,1,0,1
Lepidocolaptes_falcinellus,0,0,0
Lepidocolaptes_souleyetii,1,0,1
Lepidocolaptes_angustirostris,0,0,0
Lepidocolaptes_albolineatus,0,0,0
Lepidocolaptes_lacrymiger,0,0,0
Lepidocolaptes_leucogaster,0,0,0
Lepidocolaptes_squamatus,0,0,0
Campylorhamphus_pucherani,0,0,0
Drymornis_bridgesii,0,0,0
Campylorhamphus_falcularius,0,0,0
Campylorhamphus_trochilirostris,0,0,0
Campylorhamphus_procurvoides,0,0,0
Campylorhamphus_pusillus,0,0,0
Dendroplex_picus,0,0,0
Xiphorhynchus_fuscus,0,1,3
Xiphorhynchus_spixii,0,1,3
Xiphorhynchus_elegans,0,1,3
Xiphorhynchus_pardalotus,0,1,3
Xiphorhynchus_lachrymosus,0,1,3
Xiphorhynchus_flavigaster,0,1,3
Xiphorhynchus_guttatus,0,1,3
Xiphorhynchus_susurrans,0,1,3
Xiphorhynchus_obsoletus,0,1,3
Sittasomus_griseicapillus,0,1,3
Deconychura_stictolaema,0,0,0
Deconychura_longicauda,0,0,0
Dendrocincla_turdina,0,0,0
Dendrocincla_homochroa,0,0,0
Dendrocincla_anabatina,0,0,0
Dendrocincla_fuliginosa,0,0,0
Dendrocincla_merula,0,0,0
Sclerurus_mexicanus,0,0,0
Sclerurus_caudacutus,0,0,0
Sclerurus_scansor,0,0,0
Sclerurus_albigularis,0,0,0
Sclerurus_guatemalensis,0,0,0
Sclerurus_rufigularis,0,0,0
Geositta_antarctica,0,0,0
Geositta_saxicolina,0,0,0
Geositta_isabellina,0,0,0
Geositta_maritima,0,0,0
Geositta_poeciloptera,0,0,0
Geositta_crassirostris,0,0,0
Geositta_punensis,0,0,0
Geositta_rufipennis,0,0,0
Geositta_peruviana,0,0,0
Geositta_cunicularia,0,0,0
Geositta_tenuirostris,0,0,0
Chamaeza_campanisona,1,0,1
Chamaeza_mollissima,0,0,0
Chamaeza_ruficauda,0,0,0
Formicarius_rufifrons,0,0,0
Formicarius_nigricapillus,0,0,0
Formicarius_analis,1,0,1
Formicarius_colma,0,0,0
Formicarius_moniliger,0,0,0
Merulaxis_stresemanni,0,0,0
Eleoscytalopus_indigoticus,0,0,0
Scytalopus_urubambae,0,0,0
Scytalopus_parkeri,0,0,0
Scytalopus_pachecoi,0,0,0
Scytalopus_atratus,0,0,0
Scytalopus_argentifrons,0,0,0
Scytalopus_spillmanni,0,0,0
Scytalopus_latebricola,0,0,0
Scytalopus_iraiensis,0,0,0
Scytalopus_novacapitalis,0,0,0
Scytalopus_speluncae,0,0,0
Scytalopus_zimmeri,0,0,0
Scytalopus_rodriguezi,0,0,0
Scytalopus_chocoensis,0,0,0
Scytalopus_affinis,0,0,0
Scytalopus_acutirostris,0,0,0
Scytalopus_canus,1,0,1
Scytalopus_simonsi,0,0,0
Scytalopus_vicinior,0,0,0
Scytalopus_latrans,0,0,0
Scytalopus_micropterus,0,0,0
Scytalopus_schulenbergi,0,0,0
Eugralla_paradoxa,0,0,0
Scelorchilus_rubecula,0,0,0
Scelorchilus_albicollis,0,0,0
Pteroptochos_castaneus,0,0,0
Pteroptochos_tarnii,1,0,1
Pteroptochos_megapodius,1,0,1
Acropternis_orthonyx,0,0,0
Rhinocrypta_lanceolata,0,0,0
Teledromas_fuscus,0,0,0
Liosceles_thoracicus,0,0,0
Psilorhamphus_guttatus,0,0,0
Grallaria_erythroleuca,0,0,0
Grallaria_squamigera,0,0,0
Grallaria_guatimalensis,0,0,0
Grallaria_capitalis,0,0,0
Grallaria_varia,0,0,0
Grallaria_quitensis,1,0,1
Grallaria_ridgelyi,0,0,0
Grallaria_dignissima,0,0,0
Grallaria_gigantea,0,0,0
Grallaria_haplonota,0,0,0
Grallaria_rufocinerea,0,0,0
Grallaria_andicolus,0,0,0
Grallaria_albigula,0,0,0
Grallaria_hypoleuca,0,0,0
Grallaria_erythrotis,0,0,0
Grallaria_ruficapilla,0,0,0
Grallaria_nuchalis,0,0,0
Grallaria_przewalskii,0,0,0
Grallaria_carrikeri,0,0,0
Grallaria_kaestneri,0,0,0
Grallaria_rufula,0,0,0
Grallaria_alleni,0,0,0
Hylopezus_berlepschi,0,0,0
Hylopezus_dives,0,0,0
Hylopezus_macularius,0,0,0
Myrmothera_campanisona,0,0,0
Grallaricula_flavirostris,0,0,0
Grallaricula_peruviana,1,0,1
Grallaricula_nana,0,0,0
Grallaricula_cucullata,0,0,0
Grallaricula_loricata,0,0,0
Grallaricula_lineifrons,0,0,0
Grallaricula_ferrugineipectus,0,0,0
Atrichornis_clamosus,0,0,0
Atrichornis_rufescens,0,0,0
Menura_alberti,0,0,0
Menura_novaehollandiae,0,0,0
Ailuroedus_melanotis,1,1,2
Ailuroedus_buccoides,1,1,2
Ailuroedus_crassirostris,1,1,2
Sericulus_chrysocephalus,1,1,2
Sericulus_bakeri,1,1,2
Sericulus_aureus,1,1,2
Chlamydera_lauterbachi,1,1,2
Chlamydera_cerviniventris,1,0,1
Chlamydera_guttata,1,1,2
Chlamydera_nuchalis,1,1,2
Chlamydera_maculata,1,1,2
Ptilonorhynchus_violaceus,1,1,2
Scenopoeetes_dentirostris,1,0,1
Prionodura_newtoniana,1,1,2
Amblyornis_macgregoriae,1,1,2
Amblyornis_flavifrons,1,1,2
Amblyornis_inornata,1,1,2
Archboldia_papuensis,1,0,1
Amblyornis_subalaris,1,1,2
Cormobates_leucophaea,0,0,0
Climacteris_erythrops,0,0,0
Climacteris_rufus,0,0,0
Climacteris_melanurus,0,0,0
Climacteris_affinis,0,0,0
Climacteris_picumnus,0,0,0
Cormobates_placens,0,0,0
Amytornis_barbatus,0,0,0
Amytornis_dorotheae,0,0,0
Amytornis_woodwardi,0,0,0
Amytornis_striatus,0,0,0
Amytornis_purnelli,1,0,1
Amytornis_ballarae,0,0,0
Amytornis_goyderi,0,0,0
Amytornis_housei,0,0,0
Amytornis_textilis,1,0,1
Stipiturus_ruficeps,0,0,0
Stipiturus_malachurus,0,0,0
Stipiturus_mallee,0,0,0
Malurus_splendens,0,0,0
Malurus_cyaneus,1,0,1
Malurus_coronatus,0,0,0
Malurus_alboscapulatus,0,0,0
Malurus_pulcherrimus,0,0,0
Malurus_elegans,0,0,0
Malurus_amabilis,0,0,0
Malurus_cyanocephalus,0,0,0
Malurus_lamberti,0,0,0
Malurus_melanocephalus,0,1,3
Malurus_leucopterus,0,0,0
Clytomyias_insignis,0,0,0
Sipodotus_wallacii,0,1,3
Dasyornis_longirostris,0,0,0
Dasyornis_brachypterus,0,0,0
Dasyornis_broadbenti,1,0,1
Pardalotus_rubricatus,0,1,3
Pardalotus_quadragintus,0,1,3
Pardalotus_striatus,0,1,3
Pardalotus_punctatus,0,1,3
Lichenostomus_fasciogularis,1,1,2
Myza_sarasinorum,0,1,3
Lichenostomus_flavescens,1,1,2
Lichenostomus_versicolor,0,1,3
Certhionyx_niger,0,1,3
Myzomela_cruentata,0,1,3
Myzomela_chermesina,0,1,3
Myzomela_rosenbergii,1,1,2
Myzomela_rubratra,0,1,3
Myzomela_adolphinae,0,1,3
Myzomela_eques,0,1,3
Myzomela_malaitae,0,1,3
Myzomela_cineracea,0,1,3
Myzomela_obscura,0,1,3
Myzomela_nigrita,1,1,2
Myzomela_jugularis,0,1,3
Myzomela_caledonica,0,1,3
Myzomela_chloroptera,0,1,3
Myzomela_pammelaena,0,1,3
Myzomela_erythromelas,0,1,3
Myzomela_melanocephala,0,1,3
Myzomela_sclateri,1,1,2
Myzomela_vulnerata,0,1,3
Myzomela_erythrocephala,0,1,3
Myzomela_sanguinolenta,1,1,2
Myzomela_cardinalis,0,1,3
Myzomela_eichhorni,0,1,3
Myzomela_tristrami,0,1,3
Myzomela_lafargei,0,1,3
Certhionyx_variegatus,1,0,1
Pycnopygius_stictocephalus,1,0,1
Pycnopygius_ixoides,1,0,1
Pycnopygius_cinereus,1,0,1
Guadalcanaria_inexpectata,0,1,3
Prosthemadera_novaeseelandiae,1,0,1
Meliphaga_gracilis,1,1,2
Meliphaga_albonotata,1,1,2
Meliphaga_analoga,1,1,2
Meliphaga_orientalis,1,1,2
Meliphaga_mimikae,1,1,2
Meliphaga_montana,1,1,2
Meliphaga_albilineata,1,1,2
Meliphaga_reticulata,1,1,2
Meliphaga_flavirictus,1,1,2
Meliphaga_lewinii,1,1,2
Meliphaga_notata,1,1,2
Meliphaga_aruensis,1,1,2
Lichenostomus_ornatus,1,1,2
Lichenostomus_chrysops,1,1,2
Xanthomyza_phrygia,1,1,2
Anthochaera_carunculata,1,1,2
Anthochaera_paradoxa,1,1,2
Anthochaera_chrysoptera,1,0,1
Anthochaera_lunulata,0,0,0
Lichenostomus_melanops,1,1,2
Acanthagenys_rufogularis,1,1,2
Anthornis_melanura,1,1,2
Phylidonyris_albifrons,0,1,3
Apalopteron_familiare,1,1,2
Melidectes_torquatus,1,1,2
Melidectes_whitemanensis,0,1,3
Melidectes_nouhuysi,1,0,1
Melidectes_sclateri,0,0,0
Melidectes_fuscus,1,0,1
Melidectes_rufocrissalis,1,1,2
Melidectes_belfordi,1,1,2
Melidectes_leucostephes,0,0,0
Manorina_melanotis,0,1,3
Manorina_melanocephala,1,1,2
Manorina_flavigula,1,1,2
Manorina_melanophrys,1,1,2
Lichenostomus_virescens,1,1,2
Lichenostomus_penicillatus,1,1,2
Lichenostomus_flavicollis,1,1,2
Lichenostomus_flavus,1,1,2
Phylidonyris_notabilis,1,1,2
Lichenostomus_obscurus,1,1,2
Ptiloprora_erythropleura,1,0,1
Ptiloprora_meekiana,0,1,3
Ptiloprora_guisei,1,1,2
Ptiloprora_mayri,1,1,2
Ptiloprora_plumbea,0,1,3
Ptiloprora_perstriata,1,1,2
Glycichaera_fallax,1,1,2
Phylidonyris_melanops,0,1,3
Timeliopsis_griseigula,1,1,2
Timeliopsis_fulvigula,0,1,3
Melilestes_megarhynchus,1,0,1
Epthianura_crocea,0,1,3
Epthianura_tricolor,1,1,2
Epthianura_aurifrons,0,1,3
Epthianura_albifrons,1,0,1
Ashbyia_lovensis,0,1,3
Macgregoria_pulchra,1,1,2
Melipotes_gymnops,1,0,1
Melipotes_ater,1,0,1
Melipotes_fumigatus,1,0,1
Ramsayornis_fasciatus,0,0,0
Ramsayornis_modestus,0,0,0
Conopophila_albogularis,0,1,3
Conopophila_rufogularis,1,1,2
Conopophila_whitei,1,0,1
Stresemannia_bougainvillei,1,0,1
Acanthorhynchus_tenuirostris,0,0,0
Acanthorhynchus_superciliosus,0,0,0
Trichodere_cockerelli,0,1,3
Phylidonyris_pyrrhopterus,1,1,2
Oreornis_chrysogenys,1,1,2
Phylidonyris_undulatus,1,1,2
Phylidonyris_novaehollandiae,0,1,3
Phylidonyris_niger,0,1,3
Lichmera_alboauricularis,0,0,0
Lichmera_indistincta,1,1,2
Lichmera_argentauris,1,1,2
Lichmera_squamata,0,1,3
Lichmera_incana,1,1,2
Lichmera_monticola,0,1,3
Lichmera_flavicans,0,1,3
Certhionyx_pectoralis,0,0,0
Lichenostomus_hindwoodi,1,0,1
Melithreptus_affinis,1,1,2
Melithreptus_lunatus,0,1,3
Melithreptus_albogularis,0,1,3
Melithreptus_validirostris,1,1,2
Melithreptus_gularis,0,1,3
Melithreptus_brevirostris,0,1,3
Entomyzon_cyanotis,1,1,2
Lichenostomus_keartlandi,1,1,2
Lichenostomus_unicolor,1,1,2
Lichenostomus_frenatus,1,1,2
Lichenostomus_cratitius,1,1,2
Lichenostomus_fuscus,1,1,2
Lichenostomus_plumulus,1,1,2
Melitograis_gilolensis,1,0,1
Lichenostomus_subfrenatus,1,1,2
Lichenostomus_leucotis,1,1,2
Gymnomyza_viridis,1,1,2
Gymnomyza_aubryana,0,1,3
Gymnomyza_samoensis,1,1,2
Foulehaio_carunculatus,1,1,2
Philemon_citreogularis,1,0,1
Philemon_cockerelli,0,0,0
Philemon_meyeri,1,0,1
Philemon_albitorques,0,0,0
Philemon_corniculatus,1,0,1
Philemon_argenticeps,1,0,1
Philemon_buceroides,1,0,1
Philemon_diemenensis,1,0,1
Philemon_brassi,1,0,1
Grantiella_picta,1,1,2
Plectorhyncha_lanceolata,1,0,1
Xanthotis_macleayanus,1,1,2
Xanthotis_polygrammus,1,1,2
Xanthotis_flaviventer,1,1,2
Xanthotis_provocator,0,1,3
Acanthiza_murina,1,0,1
Acanthiza_nana,0,1,3
Acanthiza_chrysorrhoa,0,1,3
Acanthiza_lineata,0,0,0
Acanthiza_robustirostris,0,0,0
Acanthiza_iredalei,0,1,3
Acanthiza_uropygialis,0,0,0
Acanthiza_reguloides,0,1,3
Acanthiza_inornata,0,1,3
Acanthiza_ewingii,0,0,0
Acanthiza_pusilla,1,1,2
Acanthiza_katherina,0,1,3
Acanthiza_apicalis,0,1,3
Acanthornis_magna,0,0,0
Aphelocephala_nigricincta,0,0,0
Aphelocephala_pectoralis,0,0,0
Aphelocephala_leucopsis,0,0,0
Smicrornis_brevirostris,0,1,3
Origma_solitaria,0,0,0
Crateroscelis_nigrorufa,0,0,0
Crateroscelis_murina,0,0,0
Crateroscelis_robusta,0,0,0
Sericornis_spilodera,0,1,3
Sericornis_papuensis,0,0,0
Sericornis_arfakianus,0,1,3
Sericornis_perspicillatus,0,1,3
Sericornis_beccarii,0,0,0
Sericornis_keri,0,0,0
Sericornis_humilis,0,0,0
Sericornis_frontalis,1,1,2
Sericornis_nouhuysi,0,1,3
Sericornis_rufescens,0,1,3
Sericornis_magnirostra,0,0,0
Sericornis_citreogularis,1,1,2
Pycnoptilus_floccosus,1,0,1
Pyrrholaemus_brunneus,0,0,0
Chthonicola_sagittatus,0,0,0
Calamanthus_fuliginosus,0,0,0
Calamanthus_campestris,1,0,1
Hylacola_cauta,0,0,0
Hylacola_pyrrhopygia,0,0,0
Gerygone_tenebrosa,0,0,0
Gerygone_igata,1,1,2
Gerygone_magnirostris,0,0,0
Gerygone_chloronota,0,1,3
Gerygone_palpebrosa,0,1,3
Gerygone_mouki,0,0,0
Gerygone_cinerea,0,0,0
Gerygone_chrysogaster,0,1,3
Gerygone_modesta,0,0,0
Gerygone_olivacea,0,1,3
Gerygone_flavolateralis,0,1,3
Gerygone_fusca,0,0,0
Gerygone_dorsalis,0,0,0
Gerygone_levigaster,0,0,0
Gerygone_inornata,0,0,0
Gerygone_hypoxantha,0,1,3
Gerygone_albofrontata,0,1,3
Gerygone_ruficollis,0,0,0
Gerygone_sulphurea,0,1,3
Oreoscopus_gutturalis,0,0,0
Pomatostomus_isidorei,0,0,0
Pomatostomus_ruficeps,1,0,1
Pomatostomus_superciliosus,1,0,1
Pomatostomus_halli,0,0,0
Pomatostomus_temporalis,0,0,0
Orthonyx_novaeguineae,0,0,0
Orthonyx_spaldingii,0,0,0
Orthonyx_temminckii,0,0,0
Toxorhamphus_iliolophus,1,1,2
Toxorhamphus_novaeguineae,0,1,3
Toxorhamphus_poliopterus,0,1,3
Oedistoma_pygmaeum,0,1,3
Melanocharis_nigra,1,1,2
Melanocharis_versteri,1,1,2
Melanocharis_crassirostris,1,1,2
Melanocharis_striativentris,1,1,2
Melanocharis_arfakiana,1,1,2
Melanocharis_longicauda,1,1,2
Cnemophilus_macgregorii,1,1,2
Loboparadisea_sericea,1,1,2
Cnemophilus_loriae,1,1,2
Notiomystis_cincta,1,1,2
Callaeas_cinereus,1,0,1
Philesturnus_carunculatus,1,0,1
Psophodes_cristatus,0,0,0
Psophodes_olivaceus,1,1,2
Psophodes_nigrogularis,0,0,0
Falcunculus_frontatus,1,1,2
Mohoua_novaeseelandiae,1,0,1
Mohoua_ochrocephala,1,1,2
Mohoua_albicilla,1,0,1
Eulacestoma_nigropectus,0,1,3
Cinclosoma_ajax,0,0,0
Cinclosoma_cinnamomeum,0,0,0
Cinclosoma_castaneothorax,0,0,0
Cinclosoma_punctatum,0,0,0
Cinclosoma_castanotum,0,0,0
Androphobus_viridis,0,1,3
Ptilorrhoa_caerulescens,0,0,0
Ptilorrhoa_castanonota,0,0,0
Ptilorrhoa_leucosticta,1,1,2
Aleadryas_rufinucha,1,1,2
Pitohui_cristatus,0,0,0
Oreoica_gutturalis,0,0,0
Malaconotus_cruentus,0,1,3
Malaconotus_blanchoti,0,1,3
Malaconotus_gladiator,0,1,3
Malaconotus_lagdeni,0,1,3
Tchagra_minutus,0,0,0
Tchagra_australis,0,0,0
Tchagra_jamesi,0,0,0
Tchagra_senegalus,1,0,1
Tchagra_tchagra,1,0,1
Dryoscopus_sabini,0,0,0
Dryoscopus_pringlii,0,0,0
Dryoscopus_angolensis,0,0,0
Dryoscopus_senegalensis,0,0,0
Dryoscopus_cubla,1,0,1
Dryoscopus_gambensis,0,0,0
Nilaus_afer,0,0,0
Telophorus_zeylonus,1,1,2
Telophorus_dohertyi,0,1,3
Rhodophoneus_cruentus,0,1,3
Telophorus_kupeensis,0,1,3
Telophorus_viridis,0,1,3
Telophorus_multicolor,0,1,3
Telophorus_bocagei,1,1,2
Telophorus_sulfureopectus,0,1,3
